"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201811","경의선","서울역","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","2","0","1","0","3","0","0","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","20181203"
"201811","공항철도 1호선","서울역","301","1","5591","1319","6859","11821","13506","19528","20133","27830","18842","25121","19325","20905","24799","19970","27495","22599","28387","19111","21192","19870","30816","19201","30090","22881","34504","21672","35973","25176","28693","20779","21337","15336","21104","12321","15278","10421","8936","5852","190","3122","0","0","0","0","0","0","20181203"
"201811","분당선","서울숲","52","0","2289","619","5561","7186","16779","8538","26606","29715","17656","21018","9181","12338","8937","11305","9861","11281","11345","14674","12044","14595","13941","14938","19316","14157","24558","15236","32355","21827","16427","18685","9325","10718","7991","9569","5516","10233","2056","5473","39","1139","0","0","0","0","0","0","20181203"
"201810","1호선","서울역","998","36","11994","10339","15471","62050","44920","113685","92728","237451","70403","170460","74139","93982","92337","83173","100392","87954","101505","91715","86684","89745","117817","92331","125311","98552","170005","105340","249950","112974","150229","85029","106531","59768","102506","51965","76912","40080","38844","21288","4513","7498","3","486","0","0","0","0","20181103"
"201810","1호선","청량리(서울시립대입구)","1407","23","12468","3860","19941","14791","51031","25304","68924","49596","46658","48839","39890","44622","44360","53759","50444","59468","53260","67793","57125","67073","65651","62818","71948","57816","69172","61562","60677","70069","37838","55623","31050","33962","23777","30240","16911","30223","7885","20606","523","6299","1","7","0","0","0","0","20181103"
"201810","2호선","강변(동서울터미널)","27","0","10757","4416","34555","39891","107213","46000","154355","67693","115567","59264","92754","57591","86899","57127","84168","63735","81498","73733","75673","79402","75254","91864","80392","101863","87723","116436","97463","160821","83556","133987","70736","90973","59682","81809","43122","73783","17239","39613","2284","9731","4","151","2","1","0","0","20181103"
"201810","2호선","서울대입구(관악구청)","4389","21","33749","3211","51757","19223","152630","36686","215019","85048","139529","86559","82325","73667","74846","59369","78999","66098","88921","73079","81185","71759","84733","79953","92757","91403","107144","116613","118536","179515","76485","181256","63250","112187","63626","106700","58619","107584","31758","71023","5218","25251","3","4300","0","0","0","0","20181103"
"201810","3호선","경복궁(정부서울청사)","70","2","3107","1856","6600","14824","17457","50036","26589","142669","26646","102256","23241","77657","29817","67377","38605","61786","48110","62835","58182","53134","71770","43686","89863","40575","99434","40517","134114","46451","57689","31748","45436","16179","47100","14177","33619","13279","13081","8121","1964","2526","1","76","0","0","0","0","20181103"
"201810","4호선","미아(서울사이버대학)","39","4","11971","1960","25648","6954","62629","20153","68900","42020","43569","23906","30502","19036","28599","22951","29064","21064","30375","23206","28327","24754","27947","27698","30237","33059","33369","39736","34968","52839","23005","49798","15762","31820","13059","29196","11922","27876","4315","18507","550","4440","1","0","0","1","0","0","20181103"
"201810","4호선","서울역","239","9","5550","936","7959","20921","13951","41771","21011","109905","17616","59681","16450","33296","18188","31564","18864","34859","19253","35555","18524","37003","21149","42009","25834","44697","42161","50163","84063","50707","34957","41681","22586","30567","20014","29029","15681","25438","7956","15139","940","5281","2","516","0","0","0","0","20181103"
"201810","6호선","봉화산(서울의료원)","21","0","5866","1143","17050","4212","56614","7881","52957","13156","26247","8216","18446","7400","15933","7530","15778","9436","14495","11191","12181","11591","11806","14602","13312","17385","14791","22361","14555","33423","7641","36792","5842","21274","4863","19033","3944","20425","1860","13310","231","4546","1","557","0","0","0","0","20181103"
"201810","6호선","화랑대(서울여대입구)","13","1","6572","821","21200","3637","71468","9183","69627","21756","35075","15393","23142","10729","21788","10620","21929","10680","20993","11704","18411","12424","19756","13716","23619","19108","24965","22334","21401","40262","11918","38409","7517","24090","6472","20777","5182","23376","2343","16439","253","5121","0","110","0","0","0","0","20181103"
"201810","7호선","공릉(서울과학기술대)","28","0","6671","1331","15720","5802","43373","13121","50013","34274","27473","20616","21442","15575","19879","13692","20810","16578","21780","19678","19053","17376","20290","19970","26134","23237","27820","29531","30633","42470","17482","43572","14089","26552","13195","23223","11790","21727","6733","16085","1215","5815","0","0","0","0","0","0","20181103"
"201810","경부선","서울역","7","0","40","162","55","1367","6444","2152","14791","3261","10353","2312","11723","1677","12419","1303","10925","1508","9742","1416","5049","1573","11228","1840","10730","2345","13305","3084","12110","3352","11829","2543","8550","1509","8612","1471","7113","1104","3619","224","574","16","0","0","0","0","0","0","20181103"
"201810","경원선","청량리(서울시립대입구)","1211","12","7714","1352","9639","15823","28871","18872","36376","28579","32354","39509","32662","29406","26507","37192","32226","35838","32585","34536","35196","35676","40456","38648","38449","40354","42153","42525","38039","56603","31981","46259","37620","26796","18998","22929","15230","18721","5726","11149","292","4475","0","0","0","0","0","0","20181103"
"201810","경의선","서울역","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20181103"
"201810","경의선","서울역","0","0","827","15","1298","7714","2050","16060","3611","46744","2209","14281","2206","8243","2465","6244","3404","5820","4007","4939","4616","3557","6014","3677","8748","3772","13425","7407","29517","6711","10006","5121","11300","2092","4862","1463","1760","277","2671","1545","1","161","0","0","0","0","0","0","20181103"
"201810","공항철도 1호선","서울역","251","0","5679","1352","6590","13313","13434","19892","20269","28122","19311","25440","20344","22107","25406","19329","27588","22174","27427","18662","21094","20083","30873","19599","30593","22910","33962","20984","36314","23937","29692","21075","21731","15550","21188","12613","15358","10593","8982","6133","149","3241","0","1","0","0","0","0","20181103"
"201810","분당선","서울숲","61","0","2508","603","5908","6984","17141","8344","25790","29934","16424","21544","9442","14041","9394","13892","10952","14929","12356","17649","14028","17422","16377","17247","22453","14947","25870","16067","34339","22283","18227","19557","10793","11101","9514","9622","6436","10314","2076","5489","58","1214","0","0","0","0","0","0","20181103"
"201809","1호선","서울역","937","48","10962","8727","13711","49905","38012","95947","78169","199424","59844","146344","65789","83953","82724","75348","93148","84491","93921","87296","79084","84476","110423","86572","113531","90891","148728","98485","212924","100706","131100","78776","94449","56960","91213","48570","69892","36777","35761","20119","4379","7528","353","513","0","13","0","0","20181003"
"201809","1호선","청량리(서울시립대입구)","1295","19","11189","3841","17251","12870","43648","22553","58507","43907","42230","47063","39373","46411","44859","54368","50524","59822","52625","67761","56939","67829","65015","62687","70256","57265","68606","56981","58505","62934","38341","49677","29562","31485","22390","27244","15745","27335","7322","19261","574","5963","6","192","0","0","0","0","20181003"
"201809","2호선","강변(동서울터미널)","45","1","9236","4469","29154","37490","88936","42070","128947","60650","102599","55939","85284","55021","81875","54578","80527","63444","79204","73406","75214","79561","75014","89831","78773","98673","88224","108891","95270","141889","81297","117490","64881","82591","55819","74202","41641","69383","17808","37247","2806","8875","106","168","1","12","0","0","20181003"
"201809","2호선","서울대입구(관악구청)","4078","41","28684","3020","45052","17912","126892","33051","178463","74926","120184","75606","73433","64495","68491","52743","73487","60457","80100","67151","74444","66117","79254","72658","86810","82883","98740","105930","107497","155150","73019","154995","57840","98865","58057","95337","52540","96986","29085","66287","4322","24767","42","4462","0","71","0","0","20181003"
"201809","3호선","경복궁(정부서울청사)","59","1","2798","1392","5656","13292","14974","44470","23506","121303","23303","87166","19474","61680","26464","57220","33793","55606","42375","58670","50973","50515","60613","45112","76270","40214","86892","39760","114313","44396","52871","31926","42381","15169","44753","12493","30689","11801","11369","7519","1554","2110","12","142","0","1","0","0","20181003"
"201809","4호선","미아(서울사이버대학)","35","4","10374","1449","21874","6034","52082","17782","58362","35978","37997","19670","28076","16282","26159","19912","27245","18551","26532","20473","25400","22009","24923","24957","27196","29212","30293","34065","30033","44922","19955","42451","13502","28090","11759","25904","10824","24872","4054","16668","469","4116","4","55","1","2","0","0","20181003"
"201809","4호선","서울역","226","3","4441","871","6753","15029","11831","34984","17645","89715","14867","48085","14305","27908","16936","27923","18039","31288","17608","32717","16882","32864","19804","36797","22944","39720","35447","44417","68192","43339","29031","36703","18426","27383","17140","25473","13338","22593","6872","14421","800","5083","26","497","0","8","0","0","20181003"
"201809","6호선","봉화산(서울의료원)","30","0","4964","1079","14498","3833","46925","6886","43153","11526","22435","7498","16164","6826","14357","6869","14128","8901","13627","10113","11574","10759","11310","12925","12406","15863","13421","19087","12984","27596","7459","30608","5233","18694","4464","16510","3736","17762","1702","11899","192","3769","3","453","0","0","0","0","20181003"
"201809","6호선","화랑대(서울여대입구)","9","0","5661","700","18674","3207","59032","7758","58136","18167","30163","12761","20093","9334","18419","9139","19133","9153","17784","9971","16521","11042","17725","12288","20943","16414","21235","19581","20816","33740","10825","32841","6825","21018","5824","18730","4531","21065","2178","14943","221","4747","2","93","0","0","0","0","20181003"
"201809","7호선","공릉(서울과학기술대)","29","0","6060","1281","13573","5620","36275","11864","41622","28752","23903","17269","18955","14020","17791","12201","19523","14673","19809","17377","17911","15516","19410","18124","25422","20897","25198","26450","27384","37034","15983","38100","12646","24141","11464","21674","10205","20792","5813","15467","974","5452","5","63","0","0","0","0","20181003"
"201809","경부선","서울역","12","4","47","160","75","1151","5392","1823","12727","2692","9331","2019","10916","1428","11776","1160","11084","1413","9545","1363","5170","1438","11791","1702","10913","2188","12615","2824","11629","2946","11363","2329","8317","1437","8339","1264","7487","994","3769","236","731","22","48","0","0","0","0","0","20181003"
"201809","경원선","청량리(서울시립대입구)","1244","9","6705","1598","8495","12141","24268","15968","30276","25319","28154","37554","30271","28194","25541","37316","30539","35715","33731","34193","34283","36842","39854","38576","37607","39379","39259","39148","36207","51693","29720","40297","35261","25440","17384","21181","14284","17363","5647","10599","318","4443","2","81","0","0","0","0","20181003"
"201809","경의선","서울역","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","20181003"
"201809","경의선","서울역","1","0","733","15","1163","5813","1707","13256","2819","34608","2027","13255","1922","7185","2067","5365","2964","4428","3547","4401","3971","3116","5364","3393","7207","3237","11139","6142","23559","5991","8185","4411","9344","1837","3917","1309","1767","208","2547","1576","15","220","0","0","0","0","0","0","20181003"
"201809","공항철도 1호선","서울역","143","0","5735","1193","6208","11181","12524","17351","18197","24094","17333","21681","18863","18694","23743","19040","25964","19447","25726","18835","19889","19221","29679","18290","29135","20924","31120","20220","31305","22405","26786","18459","20381","14984","19358","11620","14879","10196","8170","5588","356","3456","48","32","0","0","0","0","20181003"
"201809","분당선","서울숲","43","2","2095","503","5173","5280","14468","7102","21586","24080","14427","17853","8022","11065","8345","11183","9298","12650","10679","16654","11917","16225","14226","16392","18456","14849","22285","15628","29347","20486","17569","16391","10740","9854","8415","8555","6096","9297","2132","4854","73","1129","0","5","0","0","0","0","20181003"
"201808","1호선","서울역","838","42","11692","8631","14030","49163","39205","109430","79162","234939","60617","159840","65512","87504","83998","77992","94356","84074","95114","84591","79701","80728","108804","81198","113754","86239","159234","92065","244115","103327","138351","77226","97955","55318","93604","46929","70655","35907","35980","19417","3847","7378","3","421","0","0","0","0","20180903"
"201808","1호선","청량리(서울시립대입구)","1355","26","11550","3981","18774","13254","47213","23289","63308","43584","42977","41459","38356","41638","41853","50298","46392","56488","46809","60935","48155","59458","53812","54748","62115","52101","65955","56128","60413","67198","38955","52052","30375","32229","21575","28682","14932","28523","7006","19089","517","6241","0","0","0","0","0","0","20180903"
"201808","2호선","강변(동서울터미널)","46","2","9931","4359","33520","35611","102036","42158","144002","64481","109605","58846","89301","57173","84944","55400","81089","61803","78709","69775","72042","77040","72632","85821","77134","93631","87354","107664","95726","156905","78980","127980","62647","86282","56310","76510","42856","74705","16568","39773","2334","9641","2","41","0","0","0","0","20180903"
"201808","2호선","서울대입구(관악구청)","4771","23","31516","3062","49437","19493","142962","33400","205497","72740","132543","72239","76843","56274","70424","53914","74794","58675","82211","66659","71211","66492","74469","74486","84356","85480","94866","108493","110872","174906","72632","174870","59508","107921","57060","101159","52582","105614","28052","69071","4276","25118","3","5278","0","0","0","0","20180903"
"201808","3호선","경복궁(정부서울청사)","57","0","2997","1698","6029","14367","15712","45854","24632","127451","24018","73338","20123","49551","26314","46248","31885","40112","38901","47212","44899","38827","48999","34682","59461","34167","73160","34705","122217","40375","50464","30107","39044","15283","38830","13302","27434","12616","11067","7826","1667","2312","0","62","0","1","0","0","20180903"
"201808","4호선","미아(서울사이버대학)","24","1","11111","1675","23666","6330","56075","15730","63361","30863","39026","19480","28031","16711","24884","16001","25315","17790","24553","19402","22964","19742","22727","23538","25283","27241","27378","34123","30003","48332","19640","47232","14046","30165","11248","27012","10398","25403","3605","17000","566","4517","0","0","2","2","0","0","20180903"
"201808","4호선","서울역","158","1","4590","817","7105","14584","12780","39885","18082","104489","15269","52716","14499","30062","17158","30245","18481","32601","18288","32892","16278","32190","19591","36255","22354","38625","38319","42617","82648","43875","31668","36365","19401","26725","17100","24902","13243","21915","6640","13941","864","5481","1","508","0","0","0","0","20180903"
"201808","6호선","봉화산(서울의료원)","33","0","5332","1149","16453","4204","53339","7353","45664","12666","21758","8064","16028","7346","14079","7200","14258","9600","13808","10308","12442","11953","12366","12582","13094","16580","14831","18310","13930","31586","7569","35302","5700","20699","4685","17051","3837","18579","1748","12293","251","4110","0","480","0","0","0","0","20180903"
"201808","6호선","화랑대(서울여대입구)","5","0","6036","760","20959","3211","67804","7096","60231","13444","29085","9293","19725","7828","17215","7745","17740","9037","16442","8976","14032","10060","15698","11432","18420","15514","17274","18777","15845","37419","9104","36172","6224","22121","4946","19022","4225","21028","1999","14830","234","5149","0","39","0","0","0","0","20180903"
"201808","7호선","공릉(서울과학기술대)","25","0","6569","1429","15050","5706","41132","10408","45566","24557","25171","14541","18249","11963","17216","11257","18931","13159","18479","14877","16587","14369","17284","17013","19756","20152","21835","25466","24127","38295","15169","42454","11194","25160","9963","22791","8587","20893","4775","15483","866","5813","0","0","0","0","0","0","20180903"
"201808","경부선","서울역","15","5","37","148","64","1229","5076","2223","13072","2943","9558","2302","10727","1675","12078","1362","11406","1534","9775","1377","5060","1434","11155","1741","11165","2105","13328","2834","12448","3186","11375","2303","8180","1296","9229","1277","7746","921","4453","222","632","20","1","0","0","0","0","0","20180903"
"201808","경원선","청량리(서울시립대입구)","1280","8","6565","1637","9309","12897","25538","15747","31924","24674","28226","35605","29786","28162","24374","38644","30415","36734","32696","35480","33165","34448","39216","36554","36825","38650","41713","39722","38764","54438","31464","44259","36801","25828","17404","21877","14442","19136","5937","10687","393","4426","0","0","0","0","0","0","20180903"
"201808","경의선","서울역","0","0","738","14","1122","6042","1802","14450","3116","37641","1841","12667","1856","6202","2055","5119","2805","4771","3400","5000","3879","2940","4563","3486","7135","3168","11229","5855","26821","5714","9164","4807","9265","2127","3952","1316","1599","235","2501","1486","2","154","0","1","0","0","0","0","20180903"
"201808","경의선","서울역","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","20180903"
"201808","공항철도 1호선","서울역","128","0","6036","1078","6486","11559","12663","18548","18525","26243","19021","24271","21056","19578","27553","20767","29278","20370","28017","19476","21537","19821","30151","20004","29901","22520","33121","21315","34159","24456","27217","19654","20515","17010","19790","12673","14597","11582","8422","5869","136","4035","0","0","0","0","0","0","20180903"
"201808","분당선","서울숲","28","0","2186","551","5763","5977","15803","7601","24912","27392","15676","19322","8103","11165","8442","10057","9521","11039","10504","12889","10815","12807","12219","12929","15962","12575","20321","14683","30345","22172","16889","18565","10523","10618","8483","9188","5936","10223","2012","5115","50","1154","0","0","0","0","0","0","20180903"
"201807","1호선","서울역","951","42","12065","8805","14561","51471","40390","112753","80613","240888","59785","161536","64803","86507","82447","76507","92045","81000","93514","82129","77562","78338","104914","80938","111186","85410","158079","91438","247145","100301","136679","77378","96188","55196","93339","48497","70896","37773","36136","19996","3714","7627","1","455","0","0","0","0","20180803"
"201807","1호선","청량리(서울시립대입구)","1391","47","12788","3999","19461","13742","49420","24824","67126","45912","45203","42976","38666","42109","41811","50100","47135","54973","47130","60039","48125","58739","54034","53940","61274","52645","65044","57208","59909","69031","39026","55310","32671","33042","23136","29416","15651","30128","7286","20126","554","6416","2","0","0","1","0","0","20180803"
"201807","2호선","강변(동서울터미널)","58","0","10759","4659","35600","34877","109592","41024","151324","64510","113103","59078","89917","55804","84000","55172","80619","62524","76290","70132","71488","76074","70723","87438","75540","94844","84069","108410","96273","157951","78095","131705","62158","88774","54269","80729","42018","77958","17380","41358","2516","9969","7","156","0","0","0","0","20180803"
"201807","2호선","서울대입구(관악구청)","4994","10","33305","3231","52184","20447","151086","36288","213509","82927","135943","75575","78005","59843","71633","57759","76736","60230","85689","69325","74510","68850","77721","75227","87293","87007","99689","111242","118627","175695","75417","182641","62092","111053","61912","107647","57234","111176","29719","73127","4888","26302","2","4696","0","0","0","0","20180803"
"201807","3호선","경복궁(정부서울청사)","60","3","3173","1860","6707","15423","17146","48377","26368","135543","25119","74474","21706","46720","27866","44299","32867","38915","38999","42558","41395","35893","47116","30471","55892","31528","67667","34759","119873","42468","49371","32891","39741","16410","42317","13907","30110","12947","11662","8156","1675","2377","3","71","0","0","0","0","20180803"
"201807","4호선","미아(서울사이버대학)","29","0","12164","2012","25180","6730","60524","18817","68141","33854","41625","21479","30002","17652","26328","17304","27083","18626","26324","19868","24334","20210","24172","24958","25552","27703","27660","35290","31436","50570","21010","49206","15146","31383","12157","28792","10441","27477","3952","18547","611","4633","1","0","0","1","0","0","20180803"
"201807","4호선","서울역","201","3","5003","894","7784","15784","13559","40827","19166","107650","15274","52912","14042","29150","16582","28612","17699","31134","17993","31698","16858","31860","19507","35465","22102","38305","38927","42384","83498","43533","32073","35661","20317","26976","18212","25315","14125","22296","7118","13814","946","5195","1","475","0","0","0","0","20180803"
"201807","6호선","봉화산(서울의료원)","46","2","5615","1284","17049","4783","55649","7502","48739","13657","23307","7963","16187","7538","13728","7569","14089","9717","13786","10616","11968","11930","12054","12736","13103","16099","14997","19094","14345","31416","8039","36244","6082","20838","5041","17957","4111","19752","1820","13055","276","4235","1","526","0","0","0","0","20180803"
"201807","6호선","화랑대(서울여대입구)","5","0","6616","993","22074","3690","71887","7839","64734","13776","30740","8633","19694","7531","16628","7310","17562","9864","16806","9366","13788","10581","15172","11822","19422","15478","18676","19342","16142","37894","9668","37845","6776","22536","5245","19803","4285","22732","2109","15795","266","5500","0","80","0","0","0","0","20180803"
"201807","7호선","공릉(서울과학기술대)","29","0","7039","1472","15557","6642","44434","12327","48442","28098","26422","16625","19377","12673","18240","12095","19910","14001","19875","15453","16875","15216","18346","17552","20929","21141","23223","26720","26638","38872","15812","44335","11765","26118","10769","23196","9230","22352","5278","16687","894","6218","0","0","0","0","0","0","20180803"
"201807","경부선","서울역","31","1","66","148","82","1416","6257","2237","15678","3298","9948","2377","11377","1669","12198","1274","11353","1569","9831","1391","5019","1502","11364","1627","11268","2273","13970","2905","13207","3623","11918","2581","8787","1486","9093","1476","8103","1032","4640","236","753","13","0","0","0","0","0","0","20180803"
"201807","경원선","청량리(서울시립대입구)","1388","10","7101","1532","9362","12281","26954","15554","33908","25341","28681","34711","29662","27771","24369","36431","29515","34744","32090","33858","32815","32971","36782","35431","35612","37586","39360","39213","37822","54124","30291","44327","35023","25752","17945","22185","13534","18947","5275","11104","308","4865","0","0","0","0","0","0","20180803"
"201807","경의선","서울역","3","0","699","10","1244","6098","1845","14924","3072","37131","1681","13405","1813","6572","1921","5196","2676","4267","3322","4917","3512","2897","4727","3543","6928","3110","10558","5711","26368","6070","9325","4721","9417","2207","4003","1401","1676","241","2311","1539","2","139","0","0","0","0","0","0","20180803"
"201807","경의선","서울역","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","20180803"
"201807","공항철도 1호선","서울역","65","0","5974","1262","6501","11798","12074","18106","19043","25934","18081","22526","18959","18557","25626","20084","26981","18997","26574","18576","20395","18633","28988","18540","27852","20741","32218","19393","33528","22627","26264","18352","19444","15494","19243","12192","14698","10911","8475","5521","162","3352","0","0","0","0","0","0","20180803"
"201807","분당선","서울숲","25","0","2320","434","5931","5840","16864","8070","26183","28695","16276","20377","8481","10676","8454","9391","9101","10065","10253","12130","10708","11662","11777","11958","15064","12243","19091","14543","29816","21931","16615","19660","10767","11397","9078","9758","6465","10740","2072","5400","56","1290","0","0","0","0","0","0","20180803"
"201806","1호선","서울역","1130","46","11962","8850","14685","54148","39373","104983","70917","213503","53141","151009","60296","80040","80780","76772","92073","82192","91195","83637","78449","78515","103289","82280","112319","84189","147834","90818","214582","98034","126155","77188","89856","53999","95063","50609","67344","39315","29677","21974","3885","8217","0","478","0","0","0","0","20180703"
"201806","1호선","청량리(서울시립대입구)","1332","45","13437","4162","19099","14698","46524","24737","63556","44166","44989","45046","38987","44081","43566","50847","48041","57460","49590","61994","51879","61212","59307","57677","65963","55775","64731","57149","57666","66473","38838","53324","33457","33005","24895","29236","17181","30077","8183","20437","530","6755","1","1","1","0","0","0","20180703"
"201806","2호선","강변(동서울터미널)","21","0","11003","4816","32893","37208","99977","42619","138563","60589","108052","56589","88615","54671","82897","53941","80252","61392","77368","70325","72911","76252","72151","87616","77185","96557","87173","107607","93662","144959","80451","123043","64959","86684","53839","77296","42527","73444","16328","41600","2222","10296","19","137","9","186","0","40","20180703"
"201806","2호선","서울대입구(관악구청)","4462","16","32785","3331","50869","20191","139878","36369","195092","73205","127457","75065","77368","61152","71933","56699","74930","61658","81394","70397","75177","68693","80196","77296","88777","85686","97763","108664","109144","162552","72842","163735","61523","105735","60286","101206","55899","104918","31345","71939","4670","26732","97","5137","30","608","14","239","20180703"
"201806","3호선","경복궁(정부서울청사)","66","1","3232","1742","6694","15156","16303","49461","24737","128389","24317","81395","19927","59724","26411","51813","33009","48092","41941","48443","47738","40846","56320","35293","68955","33958","75184","37371","114294","42124","51598","33586","41555","16781","46806","14285","33658","13059","13457","8326","1784","2487","3","51","0","0","0","0","20180703"
"201806","4호선","미아(서울사이버대학)","37","1","12342","1938","25809","6999","58991","20362","66020","36475","41711","21889","29696","17599","27321","19388","27671","19864","27031","20953","25899","21944","25174","25889","27721","30382","31437","36202","31422","48717","21292","46682","15834","31127","13413","28326","12702","27762","4139","18897","561","4647","0","0","1","1","0","0","20180703"
"201806","4호선","서울역","232","4","5381","1035","7688","17627","13031","37552","19021","97456","15556","51367","14505","28203","16665","29203","18068","32711","18473","33249","17037","33461","19019","36682","22233","38635","37481","43293","72806","44331","31236","37256","19724","26818","17872","27133","14293","23661","7348","15316","894","5419","0","490","0","0","0","0","20180703"
"201806","6호선","봉화산(서울의료원)","51","0","5344","1273","16185","4369","50683","7203","45847","12389","23368","7850","16888","7126","14285","7377","14406","8873","13775","10571","11761","10963","11192","13152","12485","15927","13683","19681","13073","29105","7960","33023","5931","19553","5002","17340","4281","19089","1852","12828","261","4462","0","465","0","0","0","0","20180703"
"201806","6호선","화랑대(서울여대입구)","8","0","6525","1024","20679","3943","65124","8140","61088","15963","30970","11240","21408","8914","18735","8705","19053","9640","18556","10243","15825","11154","17924","12441","20163","16965","20330","19809","17739","34830","10805","35109","7972","22047","6033","19217","4703","21960","2348","15874","247","5234","1","141","0","0","0","0","20180703"
"201806","7호선","공릉(서울과학기술대)","28","0","7113","1500","15034","6602","41012","13611","44957","28473","25598","18313","19283","14211","18494","12905","20053","15477","20735","17213","18023","16618","19163","18704","25380","22221","24149","26657","26565","37870","17062","40570","13860","25619","12644","22441","10961","21436","6227","16454","1167","5840","0","0","0","0","0","0","20180703"
"201806","경부선","서울역","5","1","56","230","87","1426","7648","2680","17867","3180","10680","2242","14999","1556","14865","1252","12380","1661","11301","1446","6416","1260","11766","1788","13417","2141","15393","2765","14637","3790","11708","2704","9409","1434","14278","1577","10210","1132","4944","245","1033","29","0","0","0","0","0","0","20180703"
"201806","경원선","청량리(서울시립대입구)","1237","11","6922","1601","9296","13311","25629","16173","31757","25410","28949","36009","29391","27858","24906","36281","29144","33820","31476","33380","32988","33378","37949","35531","35463","37807","38107","38232","36422","52618","30531","42240","35520","25565","19028","21859","13776","18270","5692","11053","331","4756","0","0","0","0","0","0","20180703"
"201806","경의선","서울역","7","0","645","6","1185","5793","1614","13613","2723","32648","1689","9564","1799","7192","1809","5271","2310","4963","2951","2356","2773","1785","5054","3617","5880","2376","8764","2886","19375","5562","8647","4553","8453","1999","3780","1339","1758","160","2150","1521","0","174","1","0","0","0","0","0","20180703"
"201806","경의선","서울역","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","20180703"
"201806","공항철도 1호선","서울역","137","0","5601","1267","6448","11973","12460","18093","17100","24334","16388","21382","17914","17579","23393","18870","25805","18120","25162","18075","19867","18248","27988","17658","28332","18928","30807","18824","30001","22512","24284","18378","18373","14170","21439","12452","14613","10374","6588","5680","158","3376","0","0","0","0","0","0","20180703"
"201806","분당선","서울숲","39","1","2308","334","5714","5690","16021","7454","24117","26406","15713","19349","8769","11770","8822","11564","9904","12013","10898","14672","11688","14464","13516","14802","17676","14544","21153","15085","29184","21284","17248","17613","11730","11144","9337","9265","6490","10112","2577","5309","65","1188","0","0","0","0","0","0","20180703"
"201805","1호선","서울역","1162","43","12157","9201","15600","59158","40928","111677","75750","225795","56866","159769","64361","86311","86835","82039","98217","88513","97705","89287","82375","83736","108216","88716","118166","91339","156354","97427","229513","102858","136935","85068","96681","59506","103860","55169","73390","42853","32143","24063","4636","8823","1","605","0","0","0","0","20180603"
"201805","1호선","청량리(서울시립대입구)","1286","41","13495","4253","20245","15659","49455","25554","67729","47844","48598","48486","41181","45272","45550","53608","50626","58825","53169","66865","56378","66402","63231","61963","69932","58567","68305","59955","61057","72094","41579","57333","34861","36162","27272","32623","19293","32160","9389","22817","610","7153","0","2","0","0","0","0","20180603"
"201805","2호선","강변(동서울터미널)","26","1","10973","4935","34267","39901","105976","46718","149281","65364","116829","60265","95853","56565","89216","55495","84908","63852","83560","73954","78448","80769","77104","94255","81410","102580","93535","116665","101563","159091","89174","134147","69891","95553","59518","84730","47560","80925","19544","44207","2454","11632","7","152","0","1","0","0","20180603"
"201805","2호선","서울대입구(관악구청)","4258","21","34224","3375","52411","20396","147368","38688","205741","82593","134701","85951","82031","73244","74479","60597","79965","66162","87718","73241","81053","71879","85453","78277","91544","89997","106373","112864","119115","172709","80449","174369","66411","111791","67090","107932","62122","114015","35259","76658","6206","27059","1","5517","0","0","0","0","20180603"
